Word,PI Score,Tf-Idf,Loc Ind,Loc Sig,Section
N7 M8 M9,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 2 | 0 5 7 2 1 5 0 3 | 0 5 7 2 1 5 0 4,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C11 C10 C9,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 30 | 0 5 7 2 1 9 0 31 | 0 5 7 2 1 9 0 32,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS B10,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 23 | 0 5 7 2 1 6 0 24 | 0 5 7 2 1 6 0 25,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H1 C2 D2,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 6 | 0 5 7 2 1 1 0 7 | 0 5 7 2 1 1 0 8,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A3 A4 coreVDD,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 22 | 0 5 7 2 1 2 0 23 | 0 5 7 2 1 2 0 24,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
L13 K13 J13,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 44 | 0 5 7 2 1 5 0 45 | 0 5 7 2 1 5 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A22 A23 A24,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 53 | 0 5 7 2 1 2 0 54 | 0 5 7 2 1 2 0 55,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D15 C15 B15,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 11 | 0 5 7 2 1 9 0 12 | 0 5 7 2 1 9 0 13,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R20,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 42 | 0 5 7 2 1 10 0 43 | 0 5 7 2 1 10 0 44,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A25 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 56 | 0 5 7 2 1 2 0 57 | 0 5 7 2 1 2 0 58,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R24,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 48 | 0 5 7 2 1 10 0 49 | 0 5 7 2 1 10 0 50,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R9 R10 R11,0.681338206223,0.000509620642832501,0 5 7 2 1 10 0 25 | 0 5 7 2 1 10 0 26 | 0 5 7 2 1 10 0 27,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS R28,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 54 | 0 5 7 2 1 10 0 55 | 0 5 7 2 1 10 0 56,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M6 M7R2 R3,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 43 | 0 5 7 2 1 1 0 44 | 0 5 7 2 1 1 0 45,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A0 A1 padVDD,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 15 | 0 5 7 2 1 2 0 16 | 0 5 7 2 1 2 0 17,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
L12 K12 J12,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 48 | 0 5 7 2 1 5 0 49 | 0 5 7 2 1 5 0 50,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D7 D6 D5,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 34 | 0 5 7 2 1 9 0 35 | 0 5 7 2 1 9 0 36,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B24 B25 coreVDD,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 47 | 0 5 7 2 1 6 0 48 | 0 5 7 2 1 6 0 49,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
F4 G4 H4,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 18 | 0 5 7 2 1 1 0 19 | 0 5 7 2 1 1 0 20,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R20 R21 R22,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 44 | 0 5 7 2 1 10 0 45 | 0 5 7 2 1 10 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R7 P3 P4,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 49 | 0 5 7 2 1 1 0 50 | 0 5 7 2 1 1 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A17 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 44 | 0 5 7 2 1 2 0 45 | 0 5 7 2 1 2 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
E3 F3 G3,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 13 | 0 5 7 2 1 1 0 14 | 0 5 7 2 1 1 0 15,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C14 B14 G15,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 6 | 0 5 7 2 1 9 0 7 | 0 5 7 2 1 9 0 8,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS coreVDD,0.681338206223,0.000509620642832501,0 5 7 2 1 6 0 9 | 0 5 7 2 1 6 0 10 | 0 5 7 2 1 6 0 11,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B4 B3 B2,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 49 | 0 5 7 2 1 9 0 50 | 0 5 7 2 1 9 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R18 R19 coreVDD,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 38 | 0 5 7 2 1 10 0 39 | 0 5 7 2 1 10 0 40,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D1 E1 F1,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 2 | 0 5 7 2 1 1 0 3 | 0 5 7 2 1 1 0 4,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
BX BX =,0.125,0.00021940085850539567,0 5 6 9 20 1 1 0 1 | 0 5 6 9 20 1 1 0 2 | 0 5 6 9 20 1 1 0 3,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-6-2'
B0 B1 padVDD,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 7 | 0 5 7 2 1 6 0 8 | 0 5 7 2 1 6 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N2 P2 J1,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 33 | 0 5 7 2 1 1 0 34 | 0 5 7 2 1 1 0 35,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N13 P8 P9,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 14 | 0 5 7 2 1 5 0 15 | 0 5 7 2 1 5 0 16,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R12 R13 R14,0.681338206223,0.000509620642832501,0 5 7 2 1 10 0 30 | 0 5 7 2 1 10 0 31 | 0 5 7 2 1 10 0 32,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C12 C11 C10,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 29 | 0 5 7 2 1 9 0 30 | 0 5 7 2 1 9 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
Zero D0 =,0.838028825652,0.001316405151032374,0 5 6 6 21 9 1 0 2 | 0 5 6 6 21 9 1 0 3 | 0 5 6 6 21 9 1 0 4,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-6-2'
H4 H5 J4,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 20 | 0 5 7 2 1 1 0 21 | 0 5 7 2 1 1 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B8 B9 padVDD,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 21 | 0 5 7 2 1 6 0 22 | 0 5 7 2 1 6 0 23,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P8 P9 P10,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 15 | 0 5 7 2 1 5 0 16 | 0 5 7 2 1 5 0 17,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B10 B9 C12,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 27 | 0 5 7 2 1 9 0 28 | 0 5 7 2 1 9 0 29,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
FracZ ExpZ =,0.78995331151,0.001019241285665002,0 5 6 7 15 5 1 0 10 | 0 5 6 7 15 5 1 0 11 | 0 5 6 7 15 5 1 0 12,TaggedPDF-doc Part Sect Sect L L LI statement word,'4-6-2'
R27 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 53 | 0 5 7 2 1 10 0 54 | 0 5 7 2 1 10 0 55,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
K1 L1 M1,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 36 | 0 5 7 2 1 1 0 37 | 0 5 7 2 1 1 0 38,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A14 A15 A16,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 41 | 0 5 7 2 1 2 0 42 | 0 5 7 2 1 2 0 43,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
E1 F1 G1,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 3 | 0 5 7 2 1 1 0 4 | 0 5 7 2 1 1 0 5,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M8 M9 M10,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 3 | 0 5 7 2 1 5 0 4 | 0 5 7 2 1 5 0 5,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A12 A11 A10,0.125,0.00021940085850539567,0 5 7 2 1 9 0 20 | 0 5 7 2 1 9 0 21 | 0 5 7 2 1 9 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C9 D8 D7,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 32 | 0 5 7 2 1 9 0 33 | 0 5 7 2 1 9 0 34,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B29 coreVDD coreVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 56 | 0 5 7 2 1 6 0 57 | 0 5 7 2 1 6 0 58,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A3 A2 A1,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 57 | 0 5 7 2 1 9 0 58 | 0 5 7 2 1 9 0 59,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
Qt FracZ =,0.50569618976,0.0002548103214162505,0 5 6 9 20 7 0 1 0 10 | 0 5 6 9 20 7 0 1 0 11 | 0 5 6 9 20 7 0 1 0 12,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
K12 J12 H12,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 49 | 0 5 7 2 1 5 0 50 | 0 5 7 2 1 5 0 51,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS A22,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 51 | 0 5 7 2 1 2 0 52 | 0 5 7 2 1 2 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
F2 G2 H2D3,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 10 | 0 5 7 2 1 1 0 11 | 0 5 7 2 1 1 0 12,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
Number Denormalized Number,0.50569618976,0.0002548103214162505,0 5 6 1 12 1 0 0 1 | 0 5 6 1 12 1 0 0 2 | 0 5 6 1 12 1 0 0 3,TaggedPDF-doc Part Sect Sect Table TR TD statement word,'4-6-2'
X SC =,0.125,0.00021940085850539567,0 5 6 9 20 2 0 1 0 8 | 0 5 6 9 20 2 0 1 0 9 | 0 5 6 9 20 2 0 1 0 10,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
FracB FracL =,0.50569618976,0.0002548103214162505,0 5 6 4 26 0 0 1 0 32 | 0 5 6 4 26 0 0 1 0 33 | 0 5 6 4 26 0 0 1 0 34,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
padVDD padVSS B26,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 51 | 0 5 7 2 1 6 0 52 | 0 5 7 2 1 6 0 53,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A7 A6 A5,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 53 | 0 5 7 2 1 9 0 54 | 0 5 7 2 1 9 0 55,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B2 B3 B4,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 13 | 0 5 7 2 1 6 0 14 | 0 5 7 2 1 6 0 15,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H11 G12 F12,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 52 | 0 5 7 2 1 5 0 53 | 0 5 7 2 1 5 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C4 C3 B8,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 43 | 0 5 7 2 1 9 0 44 | 0 5 7 2 1 9 0 45,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A27 A28 A29,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 0 | 0 5 7 2 1 6 0 1 | 0 5 7 2 1 6 0 2,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M11 L8 M12,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 6 | 0 5 7 2 1 5 0 7 | 0 5 7 2 1 5 0 8,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N10 N11 N12,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 11 | 0 5 7 2 1 5 0 12 | 0 5 7 2 1 5 0 13,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C3 B8 B7,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 44 | 0 5 7 2 1 9 0 45 | 0 5 7 2 1 9 0 46,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H15 N14 M14,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 36 | 0 5 7 2 1 5 0 37 | 0 5 7 2 1 5 0 38,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
L14 K14 J14,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 39 | 0 5 7 2 1 5 0 40 | 0 5 7 2 1 5 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H2D3 E3 F3,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 12 | 0 5 7 2 1 1 0 13 | 0 5 7 2 1 1 0 14,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
L8 M12 N8,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 7 | 0 5 7 2 1 5 0 8 | 0 5 7 2 1 5 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D13 C13 G14,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 0 | 0 5 7 2 1 9 0 1 | 0 5 7 2 1 9 0 2,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B9 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 22 | 0 5 7 2 1 6 0 23 | 0 5 7 2 1 6 0 24,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P15 N15 M15,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 30 | 0 5 7 2 1 5 0 31 | 0 5 7 2 1 5 0 32,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A23 A24 A25,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 54 | 0 5 7 2 1 2 0 55 | 0 5 7 2 1 2 0 56,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P2 J1 K1,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 34 | 0 5 7 2 1 1 0 35 | 0 5 7 2 1 1 0 36,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
sel1 A0 A1,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 14 | 0 5 7 2 1 2 0 15 | 0 5 7 2 1 2 0 16,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A14 A13 A12,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 18 | 0 5 7 2 1 9 0 19 | 0 5 7 2 1 9 0 20,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
E8 D4 C8,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 37 | 0 5 7 2 1 9 0 38 | 0 5 7 2 1 9 0 39,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C5 C4 C3,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 42 | 0 5 7 2 1 9 0 43 | 0 5 7 2 1 9 0 44,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A5 A6 A7,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 28 | 0 5 7 2 1 2 0 29 | 0 5 7 2 1 2 0 30,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D8 D7 D6,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 33 | 0 5 7 2 1 9 0 34 | 0 5 7 2 1 9 0 35,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B23 B24 B25,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 46 | 0 5 7 2 1 6 0 47 | 0 5 7 2 1 6 0 48,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
FracA X SC,0.125,0.00021940085850539567,0 5 6 9 20 2 0 1 0 7 | 0 5 6 9 20 2 0 1 0 8 | 0 5 6 9 20 2 0 1 0 9,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
A10 A9 B13,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 22 | 0 5 7 2 1 9 0 23 | 0 5 7 2 1 9 0 24,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
FracZ FracZ =,0.681338206223,0.000509620642832501,0 5 6 4 26 5 0 1 0 11 | 0 5 6 4 26 5 0 1 0 12 | 0 5 6 4 26 5 0 1 0 13,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
A4 A3 A2,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 56 | 0 5 7 2 1 9 0 57 | 0 5 7 2 1 9 0 58,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R14 R15 P15,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 28 | 0 5 7 2 1 5 0 29 | 0 5 7 2 1 5 0 30,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
H14 M13 L13,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 42 | 0 5 7 2 1 5 0 43 | 0 5 7 2 1 5 0 44,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R11 R12 R13,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 25 | 0 5 7 2 1 5 0 26 | 0 5 7 2 1 5 0 27,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P6 P7 N4,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 53 | 0 5 7 2 1 1 0 54 | 0 5 7 2 1 1 0 55,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
G1 H1 C2,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 5 | 0 5 7 2 1 1 0 6 | 0 5 7 2 1 1 0 7,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
J12 H12 H11,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 50 | 0 5 7 2 1 5 0 51 | 0 5 7 2 1 5 0 52,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A29 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 2 | 0 5 7 2 1 6 0 3 | 0 5 7 2 1 6 0 4,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B7 B8 B9,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 20 | 0 5 7 2 1 6 0 21 | 0 5 7 2 1 6 0 22,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B11 B10 B9,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 26 | 0 5 7 2 1 9 0 27 | 0 5 7 2 1 9 0 28,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS A10,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 33 | 0 5 7 2 1 2 0 34 | 0 5 7 2 1 2 0 35,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
D9 A14 A13,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 17 | 0 5 7 2 1 9 0 18 | 0 5 7 2 1 9 0 19,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M3N3J2 K2 L2,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 29 | 0 5 7 2 1 1 0 30 | 0 5 7 2 1 1 0 31,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
padVDD padVSS A14,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 39 | 0 5 7 2 1 2 0 40 | 0 5 7 2 1 2 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B22 B23 B24,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 45 | 0 5 7 2 1 6 0 46 | 0 5 7 2 1 6 0 47,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B12 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 27 | 0 5 7 2 1 6 0 28 | 0 5 7 2 1 6 0 29,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
Qt Qt =,0.125,0.00021940085850539567,0 5 6 9 20 5 0 1 0 3 | 0 5 6 9 20 5 0 1 0 4 | 0 5 6 9 20 5 0 1 0 5,TaggedPDF-doc Part Sect Sect L L LI LI_Title statement word,'4-6-2'
L2 M2 N2,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 31 | 0 5 7 2 1 1 0 32 | 0 5 7 2 1 1 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
J1 K1 L1,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 35 | 0 5 7 2 1 1 0 36 | 0 5 7 2 1 1 0 37,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C8 C7 C6,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 39 | 0 5 7 2 1 9 0 40 | 0 5 7 2 1 9 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B17 B18 B19,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 38 | 0 5 7 2 1 6 0 39 | 0 5 7 2 1 6 0 40,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N1 P1 R1,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 39 | 0 5 7 2 1 1 0 40 | 0 5 7 2 1 1 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
N6 N7 M8,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 1 | 0 5 7 2 1 5 0 2 | 0 5 7 2 1 5 0 3,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B10 B11 B12,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 25 | 0 5 7 2 1 6 0 26 | 0 5 7 2 1 6 0 27,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R19 coreVDD coreVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 39 | 0 5 7 2 1 10 0 40 | 0 5 7 2 1 10 0 41,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R8 R9 R10,0.681338206223,0.000509620642832501,0 5 7 2 1 5 0 22 | 0 5 7 2 1 5 0 23 | 0 5 7 2 1 5 0 24,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R7 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 21 | 0 5 7 2 1 10 0 22 | 0 5 7 2 1 10 0 23,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A30 A31 B0,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 5 | 0 5 7 2 1 6 0 6 | 0 5 7 2 1 6 0 7,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
M12 N8 N9,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 8 | 0 5 7 2 1 5 0 9 | 0 5 7 2 1 5 0 10,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B8 B7 B6,0.50569618976,0.0002548103214162505,0 5 7 2 1 9 0 45 | 0 5 7 2 1 9 0 46 | 0 5 7 2 1 9 0 47,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
C2 D2 E2,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 7 | 0 5 7 2 1 1 0 8 | 0 5 7 2 1 1 0 9,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P10 P11 P12,0.50569618976,0.0002548103214162505,0 5 7 2 1 5 0 17 | 0 5 7 2 1 5 0 18 | 0 5 7 2 1 5 0 19,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
OV UD padVDD,0.50569618976,0.0002548103214162505,0 5 7 2 1 10 0 8 | 0 5 7 2 1 10 0 9 | 0 5 7 2 1 10 0 10,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
Overflow OV =,0.838028825652,0.001316405151032374,0 5 6 7 15 8 1 0 0 | 0 5 6 7 15 8 1 0 1 | 0 5 6 7 15 8 1 0 2,TaggedPDF-doc Part Sect Sect L LI LI_Title statement word,'4-6-2'
A15 A16 A17,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 42 | 0 5 7 2 1 2 0 43 | 0 5 7 2 1 2 0 44,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
O O O,1.0,0.003949215453097121,0 5 7 2 1 11 0 31 | 0 5 7 2 1 11 0 32 | 0 5 7 2 1 11 0 33,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
R3 R4 R5,0.681338206223,0.000509620642832501,0 5 7 2 1 10 0 17 | 0 5 7 2 1 10 0 18 | 0 5 7 2 1 10 0 19,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
B1 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 6 0 8 | 0 5 7 2 1 6 0 9 | 0 5 7 2 1 6 0 10,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
P5 P6 P7,0.50569618976,0.0002548103214162505,0 5 7 2 1 1 0 52 | 0 5 7 2 1 1 0 53 | 0 5 7 2 1 1 0 54,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
A9 padVDD padVSS,0.50569618976,0.0002548103214162505,0 5 7 2 1 2 0 32 | 0 5 7 2 1 2 0 33 | 0 5 7 2 1 2 0 34,TaggedPDF-doc Part Sect Table TR TD statement word,'4-6-2'
